distance_km,duration_hours,people,days,transport_type,hotel_category,season,total_cost
2469.8,46.1,4,6,train,comfort,autumn,59737.81
2362.9,43.6,2,3,train,luxury,spring,27022.06
146.6,2.6,3,3,train,budget,winter,12640.26
1778.7,27.9,1,4,train,luxury,monsoon,29785.63
2316.9,42.1,2,7,train,luxury,summer,64501.73
492.4,7.4,1,3,train,comfort,winter,10326.01
1441.5,25.2,2,2,bus,luxury,spring,13855.23
2292.9,48.7,3,4,train,budget,spring,27188.32
133.2,1.9,5,5,flight,luxury,winter,113133.61
1758.7,32.8,3,4,train,comfort,spring,36596.38
778.5,13.4,2,6,road_trip,budget,summer,18004.14
2314.8,35.3,8,10,flight,luxury,summer,453764.21
2429.1,44.2,4,6,train,comfort,spring,71142.48
2363.5,50.6,6,5,flight,comfort,spring,122044.19
1211.8,21.6,2,4,train,comfort,summer,19987.82
2162.0,29.5,2,2,flight,budget,spring,23674.82
2119.1,33.0,1,14,train,comfort,autumn,52794.92
831.8,12.8,4,4,road_trip,comfort,monsoon,38555.89
2080.8,32.5,1,3,train,budget,autumn,7233.22
140.7,2.8,2,5,train,budget,spring,16367.77
1510.9,26.3,2,3,bus,budget,spring,11544.29
613.5,9.1,3,4,train,budget,monsoon,20400.76
345.4,7.2,3,4,bus,comfort,spring,32814.63
238.5,4.5,1,4,flight,comfort,monsoon,14553.97
1755.9,33.0,2,6,bus,luxury,summer,55329.6
882.7,15.2,3,3,train,comfort,monsoon,22984.82
1825.7,24.5,8,4,bus,budget,monsoon,62704.31
210.1,4.5,4,4,bus,luxury,autumn,60387.82
822.5,13.6,6,5,train,comfort,spring,69738.99
1371.8,27.2,4,6,train,comfort,summer,62631.06
1987.3,26.8,3,4,train,comfort,winter,37800.39
830.9,17.2,1,5,road_trip,luxury,monsoon,37405.86
1583.4,27.7,3,3,train,comfort,winter,27690.96
2220.6,33.1,3,10,flight,budget,spring,73547.37
1558.9,23.6,3,4,train,comfort,monsoon,39040.51
620.8,10.8,2,5,train,budget,winter,15273.5
109.8,2.0,2,2,flight,budget,autumn,5895.99
2181.7,38.3,2,3,road_trip,budget,winter,16960.96
102.1,1.9,2,4,flight,budget,autumn,11630.01
2193.0,42.9,1,7,bus,budget,summer,16748.39
1345.9,22.6,4,4,flight,budget,spring,44528.71
2350.7,44.3,1,7,train,comfort,winter,27238.88
2007.0,37.4,1,4,train,comfort,monsoon,15308.26
2494.9,38.6,2,4,flight,luxury,spring,53428.61
909.2,12.3,3,3,road_trip,budget,winter,18899.33
1929.6,30.6,2,6,road_trip,comfort,monsoon,34343.76
1034.7,21.9,2,3,train,luxury,monsoon,21692.72
1225.7,25.9,3,7,train,budget,monsoon,39614.85
1587.4,21.6,2,7,train,comfort,monsoon,35736.47
2190.5,40.6,6,10,road_trip,comfort,winter,156606.74
2461.0,51.5,6,4,road_trip,budget,summer,59718.95
1932.3,30.7,2,5,bus,luxury,autumn,46886.81
1073.5,16.9,2,6,train,comfort,autumn,29771.76
1082.3,16.8,4,3,flight,budget,autumn,35970.4
1857.1,35.0,1,5,flight,budget,summer,17750.84
635.0,14.0,2,2,train,budget,monsoon,6549.04
320.7,4.3,2,4,flight,budget,monsoon,13681.34
918.8,17.5,6,3,train,comfort,spring,44098.41
753.7,11.5,1,3,train,comfort,autumn,10539.81
776.0,11.7,3,4,road_trip,budget,autumn,23451.4
622.3,9.8,4,4,bus,luxury,monsoon,63355.05
153.1,2.8,2,5,train,budget,autumn,15357.81
93.8,1.8,1,2,flight,budget,monsoon,3561.41
2469.9,39.2,8,4,train,budget,monsoon,63300.6
1098.0,15.5,2,3,bus,comfort,monsoon,13915.69
991.6,13.5,3,4,bus,budget,winter,20857.83
1715.1,35.6,2,5,bus,budget,winter,15813.51
584.7,11.8,2,4,bus,budget,winter,12928.62
2377.4,32.4,2,5,train,comfort,winter,31799.12
1976.5,29.5,1,3,train,luxury,summer,21870.26
269.1,3.8,1,6,flight,budget,spring,12934.51
1073.1,21.0,4,4,train,budget,spring,26422.03
2203.8,35.2,2,4,bus,comfort,monsoon,20398.04
2364.6,35.8,1,5,train,comfort,autumn,20302.84
1195.1,18.3,2,2,train,budget,winter,7998.67
1552.9,27.1,4,5,train,luxury,spring,85256.57
459.2,10.1,1,5,road_trip,comfort,spring,20680.93
2478.4,39.7,3,3,train,comfort,winter,27485.23
617.6,11.7,1,2,flight,comfort,summer,7780.27
2359.7,40.3,1,2,train,luxury,summer,12338.88
1641.6,22.3,1,7,train,comfort,spring,27664.96
1539.0,27.0,4,5,flight,budget,summer,52905.61
1306.1,18.6,1,3,bus,budget,winter,6517.55
615.1,12.1,1,4,flight,comfort,spring,15624.14
482.5,7.4,2,4,road_trip,budget,winter,13667.33
590.2,7.9,4,6,train,comfort,summer,62048.21
506.8,10.5,2,2,train,comfort,winter,7957.25
1960.0,43.3,2,3,road_trip,comfort,summer,17220.63
907.8,15.6,1,7,train,luxury,summer,55313.36
191.7,4.0,2,2,flight,budget,winter,6703.47
2424.3,35.9,3,3,bus,luxury,summer,46904.72
2215.3,30.6,3,10,train,comfort,monsoon,95899.58
2323.0,40.0,2,5,bus,budget,winter,20006.36
2487.5,47.1,2,3,train,comfort,monsoon,18304.43
476.0,8.2,1,2,train,budget,winter,3719.93
1020.8,15.3,2,2,train,comfort,summer,9594.27
1907.7,42.1,1,3,bus,comfort,summer,11201.4
1755.3,28.0,4,7,train,budget,spring,46419.86
427.0,6.7,8,4,bus,comfort,spring,77270.49
2048.8,31.9,8,5,road_trip,comfort,monsoon,117664.0
599.9,11.5,5,7,flight,budget,summer,64257.41
598.4,9.0,3,4,flight,budget,spring,24665.02
1365.6,28.6,4,3,flight,budget,summer,37345.65
1502.7,29.5,2,4,train,comfort,winter,19242.06
1471.2,20.6,3,7,flight,luxury,spring,136504.82
274.1,4.1,2,6,flight,luxury,monsoon,52241.36
2199.8,48.4,2,2,road_trip,comfort,spring,15041.05
700.7,13.4,4,5,road_trip,comfort,summer,52251.44
367.3,7.1,2,4,road_trip,budget,autumn,13015.77
2227.4,41.9,2,7,road_trip,comfort,autumn,41343.64
2391.3,45.6,6,3,flight,budget,summer,85777.62
2162.2,46.1,1,4,flight,budget,winter,16324.42
2033.3,34.6,2,7,road_trip,comfort,spring,39169.6
1655.3,24.7,6,4,train,budget,autumn,45826.21
1399.6,22.1,3,4,road_trip,comfort,winter,35924.06
263.1,4.0,2,2,train,comfort,summer,7558.44
1050.7,22.2,2,3,flight,budget,winter,16297.3
963.1,13.1,2,3,bus,budget,summer,10512.24
686.4,9.8,5,10,road_trip,luxury,spring,273397.18
1822.4,26.4,3,3,train,comfort,winter,30288.3
1264.9,18.2,2,4,bus,budget,spring,13087.94
248.6,3.4,1,5,flight,budget,winter,10249.41
589.4,9.6,1,3,train,comfort,summer,9926.85
1724.0,33.8,8,4,bus,comfort,summer,78931.44
236.5,3.7,2,5,flight,budget,winter,16724.58
2135.5,31.7,3,7,flight,budget,summer,61100.7
1263.1,18.8,1,5,train,luxury,monsoon,36427.35
1227.4,20.2,3,5,flight,comfort,monsoon,58323.79
1501.4,31.9,6,3,flight,luxury,spring,92326.84
2070.5,36.9,3,10,train,comfort,monsoon,95451.54
902.1,12.4,1,3,train,luxury,monsoon,18906.58
1711.1,27.4,3,6,road_trip,budget,autumn,39371.58
1436.0,23.5,4,3,flight,comfort,autumn,50877.73
704.2,13.3,2,10,bus,budget,autumn,27593.96
2202.6,39.3,5,5,train,comfort,autumn,73478.74
2003.7,27.9,3,6,train,comfort,summer,55874.29
1663.2,25.6,5,3,train,budget,spring,26990.43
2133.9,31.1,3,4,train,luxury,spring,65984.9
2174.9,37.1,1,5,flight,luxury,monsoon,43894.11
1785.5,27.9,2,6,flight,budget,spring,30444.95
2100.7,40.0,2,3,flight,comfort,monsoon,28778.27
1758.8,26.6,6,10,train,budget,spring,96850.05
1716.3,29.7,4,7,flight,budget,winter,67841.31
1565.6,26.9,3,3,train,comfort,winter,26761.91
1894.2,29.4,2,6,train,budget,spring,22625.28
438.6,6.0,1,4,road_trip,luxury,summer,27836.83
2208.1,47.1,4,4,flight,budget,monsoon,62777.16
2186.0,31.3,2,3,flight,comfort,spring,28869.41
121.7,2.3,2,4,train,comfort,monsoon,17601.17
2073.3,35.6,3,5,road_trip,budget,autumn,38049.44
365.7,8.0,1,4,flight,budget,spring,8225.4
871.0,16.1,2,5,bus,comfort,summer,22004.14
1871.6,31.2,2,5,train,comfort,autumn,28108.19
443.9,9.5,1,5,road_trip,budget,spring,10418.19
2054.0,34.4,10,2,bus,comfort,winter,52873.7
2088.7,28.7,2,7,road_trip,budget,spring,26042.63
1293.3,26.9,1,4,train,budget,winter,8806.75
65.6,1.0,2,3,train,comfort,winter,12326.2
753.2,13.1,4,3,train,budget,spring,19649.43
1561.5,24.2,2,4,train,comfort,spring,19459.6
2453.9,46.5,3,7,road_trip,comfort,winter,69671.03
1597.9,32.1,1,4,train,luxury,monsoon,28135.22
686.5,13.8,1,5,train,comfort,autumn,18896.83
1603.3,34.0,2,2,train,luxury,summer,14310.08
1373.0,27.2,4,4,train,comfort,spring,40594.77
1960.6,30.2,5,14,train,comfort,autumn,228700.09
312.1,4.4,1,6,bus,luxury,autumn,42412.06
1914.5,27.6,2,3,flight,comfort,monsoon,27128.99
1376.1,21.0,6,4,train,budget,autumn,42481.97
2409.3,49.9,2,3,train,comfort,spring,14840.69
887.6,16.5,4,4,train,luxury,autumn,61203.6
1599.9,29.5,1,6,train,comfort,spring,23824.36
2333.5,44.4,6,6,flight,comfort,spring,139764.91
301.1,5.0,4,3,bus,comfort,winter,26680.91
2346.2,38.4,6,7,bus,luxury,monsoon,191367.47
1735.3,31.2,3,4,bus,budget,summer,23161.7
216.2,3.9,2,4,train,comfort,winter,17054.46
787.4,11.3,6,4,road_trip,budget,summer,40917.43
1785.0,26.0,2,5,bus,comfort,spring,24135.16
215.0,4.0,2,4,road_trip,comfort,winter,17798.82
1476.3,20.4,4,4,train,budget,autumn,27492.54
897.4,12.2,4,4,road_trip,budget,autumn,26776.93
1571.2,28.7,6,3,bus,comfort,summer,43809.12
162.1,2.9,2,6,bus,budget,spring,18107.38
2185.3,36.3,4,4,train,budget,summer,32242.88
2435.0,33.3,4,3,bus,comfort,monsoon,34569.86
2423.8,34.0,1,6,road_trip,budget,autumn,15090.08
1886.6,39.2,2,10,flight,comfort,winter,63605.84
368.7,6.5,2,10,flight,luxury,winter,100150.7
1907.7,31.0,2,4,road_trip,budget,winter,18922.18
110.2,1.8,10,3,train,budget,autumn,39054.2
104.2,2.1,3,4,flight,comfort,spring,30303.9
842.8,11.9,4,3,flight,comfort,autumn,41615.53
1247.2,19.1,8,10,road_trip,luxury,autumn,382200.2
1937.5,27.6,2,3,train,luxury,winter,25318.72
1724.1,24.4,4,3,flight,comfort,autumn,52360.56
1142.5,16.9,2,4,flight,budget,winter,21033.2
720.4,12.4,5,4,bus,budget,spring,33620.48
2493.0,39.4,1,6,flight,budget,monsoon,21579.39
1094.1,22.0,6,4,road_trip,budget,winter,44395.03
1155.9,17.7,2,3,road_trip,comfort,summer,15574.62
450.9,8.9,2,3,train,comfort,monsoon,13202.39
1997.3,30.3,4,4,train,budget,spring,30037.88
1749.5,33.7,2,3,train,comfort,monsoon,14937.99
590.9,12.2,3,5,train,budget,winter,27703.15
251.8,5.0,2,4,flight,budget,spring,13269.08
1717.2,38.1,4,5,road_trip,comfort,summer,61052.39
1653.6,24.8,2,10,bus,budget,winter,29759.11
719.5,10.7,1,7,train,budget,winter,13580.32
2379.6,39.4,2,10,train,budget,spring,35852.87
420.1,8.4,2,3,flight,budget,spring,11588.81
1109.2,23.3,1,3,flight,comfort,monsoon,13103.63
2361.9,51.8,2,3,train,luxury,summer,28001.72
1078.3,21.6,2,7,road_trip,budget,monsoon,23115.22
1614.4,22.5,1,10,road_trip,budget,monsoon,24425.46
1024.1,19.6,3,7,train,comfort,winter,61512.16
721.8,13.0,5,3,road_trip,luxury,spring,63591.34
2460.7,51.1,1,10,train,budget,winter,22237.54
1052.9,20.4,3,4,bus,budget,summer,23082.65
2240.5,37.0,3,2,flight,comfort,monsoon,39730.42
613.4,9.7,2,4,train,comfort,summer,19451.28
572.1,10.9,4,2,road_trip,budget,spring,14862.95
126.3,2.7,2,4,flight,comfort,spring,18187.31
1646.6,29.0,2,3,bus,budget,autumn,11103.2
952.9,18.3,1,4,train,comfort,summer,14155.63
2167.7,42.0,3,5,train,comfort,winter,47830.82
1209.4,16.4,3,7,train,luxury,summer,126391.32
2422.1,38.1,1,5,flight,comfort,monsoon,26021.87
504.5,8.2,2,4,flight,budget,spring,15607.28
2178.1,37.9,8,6,train,budget,spring,89548.13
1952.7,33.7,2,7,flight,luxury,summer,69601.13
1938.8,31.7,2,3,flight,budget,summer,23303.5
2119.7,32.2,6,4,bus,budget,summer,44123.39
1914.5,29.0,4,3,flight,budget,monsoon,50211.31
1584.2,31.6,3,2,road_trip,comfort,monsoon,21127.01
371.5,6.2,4,5,flight,comfort,winter,46074.64
129.7,2.3,5,7,flight,budget,summer,59413.53
2306.1,32.4,2,3,train,budget,winter,13509.24
1560.8,24.4,2,6,train,luxury,autumn,55390.58
2001.5,32.8,2,7,train,comfort,monsoon,37185.18
1229.7,25.4,8,7,flight,comfort,spring,179460.34
337.4,5.3,3,3,train,luxury,autumn,43257.05
356.7,7.4,1,7,train,luxury,spring,49443.82
1729.6,31.4,5,3,bus,budget,autumn,29593.49
1104.2,22.4,2,4,train,luxury,winter,33003.98
541.3,8.2,1,2,train,budget,winter,3589.59
1254.4,24.5,2,2,train,budget,monsoon,7583.35
207.3,3.7,2,5,bus,luxury,spring,41477.68
1475.8,20.5,5,4,train,budget,autumn,35458.88
709.0,13.9,2,3,flight,budget,summer,14527.19
2004.0,33.3,4,3,flight,budget,summer,48947.17
810.4,14.1,3,5,flight,comfort,monsoon,52250.15
1165.3,25.6,1,2,flight,budget,spring,7746.42
78.5,1.1,8,6,bus,comfort,summer,106482.13
227.5,4.8,2,2,train,luxury,monsoon,11528.46
1011.6,17.1,2,3,train,comfort,monsoon,13885.49
1225.9,19.8,2,4,train,budget,spring,13340.0
1520.1,23.8,5,4,train,luxury,summer,99680.98
764.6,11.6,2,4,train,budget,summer,13556.51
1752.7,33.3,1,3,train,budget,summer,7317.18
2157.3,47.6,1,10,flight,budget,winter,29247.0
1960.6,29.4,2,5,flight,comfort,summer,39713.15
147.1,2.4,4,2,train,budget,autumn,10627.7
1227.2,17.5,2,4,bus,budget,winter,13551.09
307.1,4.4,2,7,train,budget,winter,20850.91
643.0,9.1,1,3,train,budget,winter,6206.5
2467.3,41.4,2,2,flight,comfort,winter,24168.43
399.1,7.3,6,6,train,comfort,monsoon,75787.24
1272.3,18.5,2,5,train,comfort,autumn,26388.12
1564.5,26.7,10,4,train,budget,spring,72489.92
1771.0,35.1,2,2,road_trip,budget,summer,11527.0
1421.1,20.1,1,3,bus,luxury,winter,19198.08
73.9,1.0,5,5,train,budget,spring,41784.33
849.8,14.4,2,3,bus,luxury,monsoon,22758.26
1318.4,27.9,4,4,bus,budget,spring,28025.78
265.3,4.7,10,4,flight,luxury,winter,162426.99
909.0,13.2,1,3,bus,budget,autumn,5839.35
131.3,1.8,1,10,train,budget,spring,18664.86
242.5,4.7,4,6,train,comfort,winter,58061.83
1022.5,21.8,2,5,flight,comfort,winter,31499.38
375.2,5.3,1,2,flight,budget,summer,4697.55
1440.5,25.4,1,3,flight,comfort,summer,14428.95
1739.2,28.4,1,4,flight,comfort,autumn,22169.93
2011.4,27.2,4,3,road_trip,budget,summer,30035.94
540.4,11.5,1,10,road_trip,budget,autumn,21964.34
460.3,7.1,2,3,road_trip,comfort,monsoon,13663.09
306.2,6.5,3,4,bus,budget,monsoon,18411.95
1609.3,28.6,2,4,road_trip,comfort,summer,23796.46
1780.9,25.8,1,5,train,budget,monsoon,11768.35
127.4,2.2,4,3,train,budget,spring,16608.47
2343.7,31.3,1,4,flight,budget,spring,17617.53
177.3,2.9,4,3,bus,comfort,spring,25890.63
1376.2,25.2,5,7,flight,budget,monsoon,86514.3
1787.2,34.6,2,2,bus,budget,spring,7677.29
2183.9,39.3,2,7,train,budget,autumn,23419.08
1799.5,32.0,2,6,train,luxury,winter,56350.77
2014.2,42.8,2,3,bus,budget,summer,11511.91
881.7,15.7,5,6,train,comfort,autumn,77083.91
2046.3,34.7,5,2,train,budget,spring,24807.89
246.3,3.7,2,10,train,budget,winter,28704.96
2242.3,34.7,3,4,train,comfort,summer,37089.23
1391.6,21.0,6,3,bus,comfort,autumn,46117.01
2052.4,45.4,8,4,train,luxury,summer,131305.92
1158.2,22.5,2,2,flight,luxury,monsoon,19869.55
1626.8,25.1,2,14,train,comfort,spring,65997.11
1339.7,22.5,2,2,bus,comfort,autumn,9134.4
1842.4,40.8,8,5,train,comfort,autumn,105849.03
250.0,3.6,1,4,flight,budget,winter,8188.54
197.9,2.9,3,10,bus,luxury,winter,182202.08
655.4,10.7,2,3,train,comfort,winter,13850.17
440.9,9.4,2,4,road_trip,comfort,summer,18681.41
2185.9,32.1,2,4,flight,budget,spring,31434.62
587.1,9.4,10,5,train,budget,summer,72770.48
2440.9,35.7,1,2,train,luxury,spring,12921.58
875.4,13.0,3,3,road_trip,budget,autumn,17604.07
496.2,7.2,1,3,bus,budget,summer,5591.13
1984.8,32.8,1,5,train,budget,summer,12091.73
1663.8,33.8,2,3,train,comfort,summer,15435.37
1270.6,19.5,2,4,bus,budget,monsoon,13737.92
1410.6,22.2,2,3,flight,comfort,spring,23829.74
1812.0,26.9,2,7,bus,budget,spring,24309.75
609.7,12.2,1,10,train,luxury,summer,78332.97
2491.0,49.0,2,4,bus,comfort,monsoon,22949.27
2438.2,34.0,8,4,train,budget,summer,59484.53
1643.3,24.3,6,3,train,comfort,spring,48656.53
538.9,7.5,2,2,flight,budget,autumn,8625.73
1716.6,25.3,3,3,road_trip,budget,monsoon,21271.72
226.9,3.6,6,5,train,luxury,monsoon,126825.56
125.1,1.9,1,4,flight,budget,summer,7127.46
681.3,9.5,4,10,flight,budget,autumn,71637.62
1183.4,19.0,6,4,flight,budget,spring,59073.64
2177.3,34.0,1,5,bus,budget,winter,11055.45
1831.6,36.9,1,4,bus,luxury,spring,27471.17
1869.6,31.6,8,4,train,budget,spring,57138.61
1092.5,16.4,2,3,road_trip,luxury,autumn,22851.1
897.5,16.9,1,4,bus,luxury,monsoon,30957.78
959.0,18.8,2,4,road_trip,budget,spring,14328.82
2469.7,45.4,2,5,flight,budget,monsoon,32877.5
148.3,2.8,3,10,road_trip,luxury,autumn,164887.77
2174.2,42.3,4,3,train,budget,autumn,25813.83
1467.8,25.4,10,2,train,budget,summer,40366.23
1124.6,15.6,2,4,road_trip,budget,winter,14072.04
1826.9,30.3,2,4,train,comfort,autumn,20265.09
1242.3,24.5,2,3,train,comfort,autumn,15712.54
2189.9,46.3,2,6,bus,budget,monsoon,20048.61
2256.7,34.3,1,14,bus,budget,autumn,27944.2
1083.2,19.2,8,10,train,luxury,spring,359226.28
728.2,10.5,5,3,road_trip,comfort,summer,35811.28
1501.3,23.2,2,7,flight,comfort,summer,43058.55
2285.3,33.2,3,5,flight,comfort,spring,64347.72
566.1,10.6,2,4,bus,budget,autumn,11512.59
1576.3,24.0,2,4,train,comfort,winter,20739.64
1597.3,30.2,3,6,train,budget,autumn,34812.93
1846.1,25.2,2,4,train,budget,summer,14646.52
372.3,5.8,10,4,flight,comfort,winter,101158.67
1803.8,33.0,3,4,flight,budget,monsoon,39559.28
2277.1,42.9,2,4,bus,luxury,monsoon,36034.56
490.2,9.7,4,3,bus,budget,autumn,16728.31
632.0,9.6,1,7,flight,luxury,autumn,56567.86
2429.9,47.1,2,5,bus,luxury,winter,45863.09
493.4,7.8,2,5,train,budget,winter,17182.47
2143.2,40.5,2,2,train,comfort,autumn,10687.46
1256.1,19.4,4,5,road_trip,budget,summer,42073.28
655.7,9.4,2,3,train,luxury,monsoon,23603.02
2183.3,31.9,4,2,train,comfort,winter,25763.53
1141.0,16.8,3,4,flight,comfort,summer,47012.36
1311.3,25.9,2,4,train,comfort,autumn,19137.32
930.1,19.5,4,4,road_trip,budget,spring,29669.64
1502.7,22.8,2,2,train,budget,winter,8029.56
450.6,8.0,2,4,train,budget,spring,12137.66
1008.1,17.4,2,3,train,comfort,summer,13476.98
2425.1,52.8,2,14,flight,comfort,monsoon,85564.88
682.4,12.9,1,4,train,comfort,summer,14785.31
1659.0,36.1,3,5,flight,budget,monsoon,45733.46
846.7,11.9,2,3,road_trip,comfort,summer,15745.92
1945.0,37.2,2,2,road_trip,budget,winter,10801.39
370.6,6.0,8,10,train,comfort,winter,176275.19
2426.1,52.5,3,3,flight,luxury,spring,74191.92
1161.8,17.9,5,4,flight,budget,summer,56982.34
628.3,11.5,1,5,road_trip,budget,summer,10730.46
230.1,3.2,3,2,road_trip,budget,spring,9467.72
465.9,6.5,5,6,train,comfort,autumn,82482.09
1323.4,24.2,3,4,bus,comfort,summer,34683.79
875.7,12.2,4,3,train,comfort,summer,28805.65
2080.8,27.8,2,2,train,budget,summer,9967.89
1105.7,15.8,1,3,train,comfort,autumn,10417.3
659.3,9.4,2,7,flight,comfort,winter,37381.24
1562.0,29.8,2,5,flight,budget,spring,27944.65
1781.6,28.6,5,3,train,comfort,autumn,48145.92
459.3,9.8,2,2,flight,budget,monsoon,8482.3
460.7,9.6,8,5,train,comfort,monsoon,91245.46
139.8,1.9,8,4,flight,luxury,autumn,117396.4
1854.2,33.8,2,4,train,budget,autumn,15611.38
1676.3,24.9,2,4,train,comfort,winter,20334.45
1212.8,17.5,5,3,train,comfort,monsoon,37311.54
2118.2,29.9,8,5,train,budget,spring,75599.18
2023.9,27.0,2,10,flight,comfort,summer,69643.35
1484.1,28.4,2,3,train,comfort,summer,15094.62
2177.3,47.1,2,4,flight,budget,winter,29104.91
554.3,9.7,3,4,train,budget,winter,21916.17
324.2,6.6,2,4,flight,budget,monsoon,13919.82
710.9,15.6,4,3,bus,budget,spring,17760.07
189.9,3.4,1,6,train,budget,spring,12319.11
1351.4,19.7,1,4,flight,budget,autumn,13810.98
2344.7,37.8,2,4,train,budget,winter,16194.41
146.4,2.7,2,3,flight,luxury,summer,22676.69
349.2,5.4,2,3,train,budget,summer,8286.78
1157.9,22.3,2,2,flight,comfort,monsoon,15998.17
2338.0,51.5,2,5,flight,comfort,summer,41240.78
824.6,12.1,1,3,road_trip,comfort,spring,10692.76
1292.7,20.3,2,5,flight,budget,spring,24379.28
151.9,2.2,8,4,flight,luxury,winter,126708.86
413.4,9.0,2,4,train,comfort,monsoon,17997.46
2467.2,35.2,2,4,road_trip,comfort,summer,24311.72
2414.5,38.0,3,4,bus,budget,winter,25138.97
62.1,1.0,10,3,train,budget,autumn,43563.39
2381.9,37.4,2,3,bus,comfort,autumn,16130.22
1615.8,22.8,3,5,train,budget,summer,27867.72
2176.4,34.8,4,5,bus,comfort,summer,58382.38
1164.1,18.6,3,3,bus,budget,summer,16855.74
1313.2,17.6,1,4,train,comfort,spring,14270.91
1247.7,18.4,3,3,bus,luxury,summer,44699.24
1683.8,28.9,1,3,train,comfort,autumn,11244.37
392.1,5.9,3,2,train,comfort,summer,13012.22
123.4,2.2,4,7,train,comfort,monsoon,65382.69
804.4,15.5,2,3,bus,comfort,autumn,13429.82
1776.5,28.2,4,3,train,luxury,monsoon,52912.28
544.5,7.5,1,3,train,luxury,autumn,19697.94
1699.9,23.3,4,3,bus,comfort,winter,27374.56
2426.3,43.9,2,5,train,budget,autumn,21506.28
280.1,4.6,2,2,train,comfort,autumn,7506.33
1697.9,33.1,1,3,train,budget,monsoon,7730.62
1137.2,15.2,8,5,train,budget,monsoon,69613.45
2176.9,29.2,1,3,flight,comfort,autumn,18621.47
484.0,7.5,1,5,train,comfort,autumn,17997.28
1746.9,25.3,2,4,road_trip,luxury,spring,42034.98
2103.4,31.7,3,3,bus,budget,winter,19081.89
2364.3,37.7,2,5,train,budget,winter,18846.87
1724.0,37.0,1,3,train,luxury,summer,19754.98
1268.1,21.6,2,4,train,budget,autumn,13990.51
1563.7,24.0,2,4,flight,comfort,autumn,30334.26
2178.8,33.4,2,3,train,budget,autumn,13540.66
1448.0,25.8,2,5,train,budget,autumn,18148.51
124.4,1.7,4,7,road_trip,luxury,winter,125642.92
2330.8,46.6,2,14,train,budget,monsoon,46787.71
1739.3,29.0,2,5,train,budget,spring,18739.7
1707.5,26.0,2,4,road_trip,budget,monsoon,17669.67
578.4,8.8,8,3,flight,luxury,monsoon,104219.37
1664.3,25.8,8,3,train,luxury,winter,101239.42
1015.0,19.1,4,4,flight,budget,spring,40990.13
1645.5,33.1,2,4,train,budget,autumn,14976.62
311.2,4.9,1,7,bus,comfort,winter,26546.38
1661.7,26.4,2,4,flight,budget,winter,26928.47
2498.6,49.6,2,4,bus,comfort,spring,22187.61
168.1,2.5,2,4,road_trip,budget,summer,11413.91
2444.1,41.7,4,6,road_trip,budget,winter,47960.0
1046.9,16.1,5,5,road_trip,comfort,monsoon,71450.82
2183.3,31.1,4,5,flight,budget,monsoon,64198.3
1966.8,39.3,2,3,train,luxury,autumn,26662.79
1439.2,31.6,3,6,flight,budget,winter,50959.83
1859.2,27.2,2,2,flight,budget,autumn,19555.8
2202.4,34.8,1,7,road_trip,luxury,winter,54660.76
1040.1,15.8,4,4,train,budget,spring,26944.05
851.2,12.1,1,4,road_trip,comfort,winter,14253.26
1685.6,24.4,2,4,bus,budget,summer,14242.76
2029.2,27.5,2,5,road_trip,comfort,monsoon,28416.56
1917.6,31.4,3,2,road_trip,comfort,spring,20777.26
2004.6,33.6,4,7,train,budget,monsoon,51877.73
1117.2,19.6,2,4,train,comfort,autumn,19731.79
2053.7,41.4,4,3,train,comfort,spring,36277.98
344.5,5.5,2,3,train,budget,summer,9016.93
1384.0,26.0,2,4,flight,comfort,monsoon,30682.72
64.1,0.9,4,4,bus,comfort,winter,33381.21
845.2,13.5,3,4,road_trip,budget,winter,22061.62
947.8,15.1,10,5,flight,budget,winter,123669.02
1020.6,18.3,2,4,train,budget,spring,13036.02
1753.9,37.7,3,10,train,budget,summer,53235.56
1002.0,21.8,3,4,train,comfort,summer,31920.85
1149.3,19.9,6,6,train,comfort,summer,98385.7
632.0,13.3,1,3,flight,luxury,monsoon,20814.46
964.5,15.3,4,4,train,budget,spring,27181.05
606.8,8.5,3,3,train,budget,winter,15468.69
229.3,3.2,2,4,train,comfort,monsoon,17064.14
1528.4,23.6,2,7,flight,comfort,summer,44667.27
1687.1,32.9,2,2,flight,comfort,winter,22067.05
1567.8,22.1,3,2,flight,budget,spring,26146.44
1185.6,16.6,5,7,train,budget,autumn,63439.29
980.5,19.3,3,3,road_trip,budget,summer,19666.18
2165.2,32.3,3,5,train,luxury,summer,85020.03
1321.8,24.7,2,4,flight,budget,summer,23789.62
1224.0,17.7,1,6,bus,luxury,summer,42717.95
112.8,1.5,2,3,flight,comfort,winter,11853.82
886.1,19.3,2,3,road_trip,budget,spring,11247.41
981.5,13.6,2,4,train,comfort,monsoon,18791.69
1027.1,16.1,1,10,flight,comfort,winter,44486.27
1471.4,19.8,2,4,train,luxury,spring,33705.69
1357.3,23.0,2,3,flight,budget,monsoon,19645.06
1539.4,21.9,2,5,train,budget,summer,17758.22
1924.0,41.0,2,10,train,budget,spring,34224.81
2041.8,37.1,1,6,flight,budget,summer,19725.5
1809.4,38.5,6,14,flight,comfort,spring,233125.38
2391.0,32.2,5,2,train,luxury,autumn,45545.99
94.7,1.4,4,3,flight,budget,summer,19080.3
529.7,7.5,1,5,flight,comfort,summer,19172.59
68.5,0.9,4,6,train,comfort,summer,53408.96
1636.3,34.4,4,3,flight,budget,winter,44034.44
