distance_km,people,days,transport_type,ranking_mode,user_budget,price,duration_hours,comfort_rating,transport_score
1606.5,2,7,intercity_bus,comfort,20368.7,4658.9,32.6,4.1,64.44
1269.7,2,3,flight,budget,72103.56,11173.05,5.1,4.7,87.79
880.4,1,3,flight,budget,74645.47,3873.88,4.0,4.7,94.09
2109.0,2,4,central_bus,budget,78192.0,4007.03,53.2,3.5,73.83
960.1,3,7,central_bus,budget,75431.1,2736.27,24.5,3.5,71.91
1965.3,4,2,train,balanced,25391.62,9040.57,30.7,4.3,60.06
1070.7,4,3,train,comfort,43233.26,4925.45,17.0,4.3,73.46
923.4,2,7,central_bus,balanced,18159.12,1754.38,23.6,3.5,64.46
1126.6,5,3,train,budget,65465.72,6477.67,17.8,4.3,75.06
744.3,4,2,train,budget,71632.38,3423.62,12.0,4.3,77.84
1801.8,4,4,taxi,budget,68846.66,27387.88,30.5,4.8,60.51
1221.4,1,6,central_bus,balanced,37502.52,1160.37,31.0,3.5,65.98
580.3,1,4,train,budget,61900.54,667.4,9.4,4.3,79.72
2162.0,1,10,central_bus,comfort,12318.44,2053.89,54.5,3.5,59.09
939.8,3,5,flight,budget,8018.36,12405.65,4.2,4.7,49.92
1318.2,2,2,train,comfort,61492.73,3031.91,20.8,4.3,68.87
2178.3,2,10,train,comfort,36901.65,5010.18,34.0,4.3,70.88
1509.4,5,4,car,budget,79666.19,16603.88,25.7,4.5,69.86
307.0,5,3,train,balanced,12294.07,1765.53,5.2,4.3,69.3
2257.4,5,4,train,fastest,69172.08,12980.06,35.2,4.3,46.38
1517.7,2,3,intercity_bus,fastest,40998.73,4401.24,30.9,4.1,43.16
823.7,3,2,flight,comfort,67036.26,10873.19,3.9,4.7,93.0
360.1,2,2,train,balanced,66284.55,828.17,6.0,4.3,71.09
1911.8,1,4,train,fastest,73699.4,2198.62,29.9,4.3,45.73
1499.6,1,6,train,budget,27338.75,1724.51,23.6,4.3,76.01
1294.3,2,4,bike,budget,76234.95,4141.77,24.0,3.8,73.35
2148.5,2,10,train,comfort,16375.02,4941.61,33.6,4.3,65.93
1899.0,4,3,central_bus,balanced,11147.66,7216.11,48.0,3.5,44.42
389.5,1,3,car,balanced,37371.16,856.83,7.0,4.5,71.29
768.8,3,3,train,fastest,67124.22,2652.3,12.3,4.3,44.38
618.9,2,3,bike,fastest,40506.58,1980.54,11.8,3.8,44.33
1793.2,2,3,car,budget,67196.5,7889.87,30.4,4.5,75.4
109.5,2,5,taxi,comfort,59726.51,831.99,2.3,4.8,75.53
1380.6,2,7,train,balanced,20707.13,3175.47,21.7,4.3,65.15
1837.0,2,10,central_bus,fastest,76166.12,3490.35,46.4,3.5,40.78
2107.9,2,3,flight,fastest,9558.59,18549.82,7.5,4.7,86.59
840.7,1,6,bike,comfort,72370.98,1345.17,15.8,3.8,65.39
1976.4,1,3,train,comfort,27833.26,2272.84,30.9,4.3,70.88
292.2,2,2,flight,budget,42511.11,2571.34,2.3,4.7,97.84
2036.1,5,6,train,comfort,36676.39,11707.53,31.8,4.3,65.94
332.1,2,4,train,budget,17887.59,763.94,5.6,4.3,77.7
971.6,3,3,intercity_bus,budget,31861.01,4226.33,19.9,4.1,72.35
1919.6,3,4,flight,comfort,19470.08,25338.59,7.0,4.7,79.77
385.3,6,3,intercity_bus,comfort,20291.49,3352.15,8.2,4.1,68.14
573.3,4,5,intercity_bus,comfort,19029.26,3325.29,12.0,4.1,62.79
1741.7,2,4,bike,comfort,41676.3,5573.56,32.2,3.8,63.83
1736.5,3,10,intercity_bus,comfort,64844.85,7553.72,35.2,4.1,68.45
1549.5,5,2,central_bus,budget,47672.75,7360.22,39.2,3.5,69.13
1674.7,2,3,intercity_bus,fastest,71990.49,4856.51,34.0,4.1,42.87
1316.3,2,4,intercity_bus,balanced,52740.84,3817.15,26.8,4.1,67.71
626.8,1,4,central_bus,balanced,56700.51,595.43,16.2,3.5,67.92
849.3,4,3,car,budget,55070.54,7473.84,14.7,4.5,73.96
460.4,4,5,intercity_bus,budget,38709.44,2670.24,9.7,4.1,74.41
2183.0,1,6,flight,fastest,56700.41,9605.32,7.7,4.7,96.39
1412.6,2,7,train,comfort,10228.08,3249.07,22.2,4.3,66.48
980.0,2,6,train,budget,69488.86,2254.04,15.6,4.3,79.81
1125.0,1,6,intercity_bus,balanced,63335.91,1631.18,23.0,4.1,70.91
2275.1,8,4,train,comfort,23392.25,20930.57,35.5,4.3,54.51
393.4,1,6,train,budget,62602.43,452.46,6.6,4.3,80.12
1419.4,1,3,intercity_bus,comfort,5948.2,2058.08,28.9,4.1,61.18
1229.0,2,3,train,balanced,21293.49,2826.6,19.4,4.3,70.49
1479.1,3,3,train,comfort,9885.29,5103.06,23.3,4.3,63.4
72.9,1,4,intercity_bus,budget,63517.02,105.74,2.0,4.1,80.09
2096.9,3,3,central_bus,budget,61690.56,5976.26,52.9,3.5,72.39
2239.1,2,7,car,balanced,66022.7,9852.13,37.8,4.5,65.22
1369.4,1,3,central_bus,fastest,5336.13,1300.9,34.7,3.5,38.04
1681.1,1,2,intercity_bus,fastest,42592.45,2437.54,34.1,4.1,46.58
2216.3,2,4,car,comfort,57862.71,9751.82,37.4,4.5,72.19
1706.2,2,2,flight,budget,16655.08,15014.17,6.4,4.7,55.24
391.5,6,2,train,budget,53734.3,2701.47,6.5,4.3,77.88
1395.8,4,3,train,balanced,11308.26,6420.7,22.0,4.3,52.03
1467.9,8,4,central_bus,balanced,18599.44,11156.15,37.2,3.5,45.54
1035.2,2,4,central_bus,budget,40684.76,1966.86,26.4,3.5,74.44
1775.4,6,5,flight,balanced,54017.39,46869.84,6.6,4.7,65.17
2244.4,2,5,flight,fastest,15940.18,19751.16,7.9,4.7,87.53
2223.6,2,4,central_bus,fastest,18891.75,4224.84,56.1,3.5,38.44
1098.5,1,3,bike,comfort,20333.48,1757.58,20.5,3.8,65.99
298.4,1,3,intercity_bus,balanced,22902.56,432.64,6.5,4.1,69.18
2364.1,3,5,train,comfort,21991.54,8156.05,36.9,4.3,66.71
2018.2,2,2,taxi,balanced,34636.18,15338.23,34.1,4.8,59.56
325.5,1,2,train,balanced,54034.22,374.27,5.5,4.3,71.17
2212.4,3,5,flight,fastest,37852.38,29203.62,7.8,4.7,90.82
2091.7,2,4,car,budget,63198.04,9203.28,35.4,4.5,76.22
1259.6,2,2,central_bus,balanced,58945.14,2393.33,32.0,3.5,67.47
1431.3,2,3,central_bus,balanced,14489.52,2719.51,36.3,3.5,62.09
975.6,4,7,intercity_bus,balanced,8663.12,5658.69,20.0,4.1,46.27
159.8,4,6,intercity_bus,budget,70845.62,926.75,3.7,4.1,78.75
824.4,2,5,intercity_bus,comfort,10987.33,2390.81,17.0,4.1,63.73
1932.8,2,4,central_bus,comfort,16125.44,3672.25,48.8,3.5,60.19
41.0,2,4,flight,balanced,6660.0,360.61,1.6,4.7,95.62
820.4,4,10,central_bus,balanced,52125.23,3117.49,21.0,3.5,64.87
973.7,2,7,train,comfort,48677.79,2239.42,15.5,4.3,72.69
1303.6,1,3,intercity_bus,comfort,79017.77,1890.26,26.6,4.1,66.8
2210.1,1,6,flight,fastest,71519.93,9724.25,7.8,4.7,98.49
850.8,2,3,intercity_bus,balanced,35813.24,2467.44,17.5,4.1,68.53
852.3,2,3,intercity_bus,comfort,32868.94,2471.61,17.5,4.1,67.74
1777.9,4,5,flight,fastest,27263.9,31290.65,6.6,4.7,87.18
1101.8,1,4,central_bus,budget,16430.52,1046.67,28.0,3.5,74.82
562.3,2,7,intercity_bus,balanced,15356.27,1630.71,11.7,4.1,68.15
1102.3,4,2,taxi,comfort,14921.28,16754.68,18.9,4.8,61.14
363.8,4,4,train,balanced,13558.61,1673.62,6.1,4.3,67.37
448.0,2,7,bike,fastest,23038.4,1433.72,8.6,3.8,44.43
1211.1,2,7,train,comfort,28000.15,2785.6,19.1,4.3,73.02
1022.9,2,3,train,budget,77118.42,2352.56,16.2,4.3,78.24
2198.2,6,3,taxi,budget,48385.49,50118.61,37.1,4.8,30.98
888.9,1,4,train,fastest,79069.68,1022.2,14.2,4.3,49.81
1406.0,6,3,flight,budget,32935.02,37118.25,5.5,4.7,47.62
1528.5,3,7,flight,budget,39322.0,20175.76,5.9,4.7,73.45
61.0,2,7,taxi,budget,29343.4,463.86,1.5,4.8,78.87
1602.6,1,3,bike,budget,18716.57,2564.13,29.6,3.8,71.59
451.9,2,2,train,budget,15737.35,1039.47,7.5,4.3,79.24
2307.7,2,2,flight,budget,75880.94,20308.08,8.1,4.7,83.0
382.3,1,7,train,budget,79010.8,439.68,6.4,4.3,79.81
1012.7,3,3,intercity_bus,comfort,8368.21,4405.07,20.8,4.1,61.46
232.3,8,4,taxi,budget,16275.94,7061.27,4.4,4.8,57.85
2392.6,2,4,intercity_bus,comfort,36764.31,6938.52,48.4,4.1,65.52
1220.2,3,4,central_bus,balanced,18975.01,3477.58,31.0,3.5,60.68
1441.1,1,2,intercity_bus,fastest,32291.03,2089.54,29.3,4.1,44.19
189.0,2,3,central_bus,budget,14682.23,359.05,5.2,3.5,77.98
1807.4,1,7,bike,fastest,39238.38,2891.85,33.4,3.8,46.6
527.5,3,7,train,budget,25377.1,1819.79,8.6,4.3,75.44
2158.4,6,5,central_bus,comfort,31392.88,12302.82,54.5,3.5,57.15
516.2,3,2,taxi,budget,12073.45,5884.46,9.1,4.8,57.67
481.9,1,3,intercity_bus,balanced,37109.6,698.8,10.1,4.1,71.2
116.6,2,4,train,fastest,78744.32,268.23,2.3,4.3,48.79
1148.8,2,3,central_bus,fastest,29662.48,2182.72,29.2,3.5,41.56
1368.7,2,7,train,balanced,70732.2,3147.95,21.6,4.3,70.91
185.7,4,4,train,comfort,68239.94,854.36,3.4,4.3,72.67
1868.0,4,2,taxi,comfort,76404.38,28393.61,31.6,4.8,69.02
1104.3,3,7,intercity_bus,balanced,64258.21,4803.68,22.6,4.1,67.26
1272.8,2,7,car,fastest,54469.76,5600.34,21.7,4.5,48.45
1074.6,2,2,flight,budget,69243.83,9456.55,4.6,4.7,90.26
979.8,1,4,central_bus,comfort,10673.35,930.82,25.0,3.5,61.74
1356.3,2,3,train,budget,39712.3,3119.6,21.4,4.3,76.02
397.9,2,3,intercity_bus,fastest,79194.22,1153.97,8.5,4.1,41.15
461.2,3,3,train,budget,62720.01,1591.04,7.6,4.3,79.08
2072.4,3,4,car,balanced,77155.65,13678.05,35.0,4.5,65.89
2272.3,1,7,train,comfort,63472.58,2613.14,35.5,4.3,70.46
914.7,2,4,train,comfort,70616.15,2103.91,14.6,4.3,69.66
671.7,1,2,intercity_bus,balanced,57989.72,973.91,13.9,4.1,67.68
1556.3,1,4,train,balanced,62037.65,1789.72,24.4,4.3,71.61
998.7,4,3,train,comfort,44238.35,4594.02,15.9,4.3,73.24
90.2,1,6,central_bus,comfort,74317.83,85.66,2.8,3.5,64.91
400.1,2,4,train,comfort,66877.92,920.19,6.7,4.3,69.62
1726.9,1,3,train,fastest,68291.37,1985.88,27.1,4.3,48.73
1591.6,5,3,intercity_bus,fastest,55475.68,11539.46,32.3,4.1,41.7
94.2,2,5,flight,fastest,27843.5,829.11,1.8,4.7,96.23
556.1,1,3,central_bus,budget,7672.23,528.27,14.4,3.5,73.15
577.6,2,5,intercity_bus,fastest,75174.13,1675.18,12.1,4.1,45.61
1622.4,3,3,central_bus,comfort,48959.03,4623.8,41.1,3.5,62.88
76.7,6,3,intercity_bus,fastest,27360.72,667.41,2.0,4.1,44.38
276.7,1,4,car,comfort,16185.13,608.82,5.1,4.5,72.6
1925.8,5,7,train,balanced,67214.24,11073.36,30.1,4.3,66.4
453.2,6,7,central_bus,budget,67739.01,2582.96,11.8,3.5,76.23
1577.0,5,3,taxi,budget,66088.1,29963.16,26.8,4.8,60.12
594.5,3,3,flight,balanced,53381.2,7847.31,3.2,4.7,90.03
265.7,3,2,train,comfort,32451.15,916.58,4.6,4.3,71.45
606.3,2,4,train,budget,27805.27,1394.53,9.8,4.3,76.2
1741.8,4,4,flight,fastest,5641.61,30655.2,6.5,4.7,87.32
2058.0,2,7,train,comfort,67520.57,4733.4,32.2,4.3,70.45
1997.6,3,7,flight,budget,11557.45,26368.6,7.2,4.7,47.33
971.3,2,3,flight,balanced,52306.62,8547.66,4.3,4.7,90.18
1613.4,3,4,flight,comfort,42805.62,21296.38,6.1,4.7,86.11
515.8,4,6,train,budget,44501.7,2372.74,8.4,4.3,74.51
724.8,1,6,flight,balanced,74503.46,3188.94,3.6,4.7,95.41
2154.3,4,2,central_bus,comfort,7371.13,8186.4,54.4,3.5,47.21
60.8,2,3,taxi,fastest,63004.42,462.19,1.5,4.8,46.8
232.7,4,4,train,comfort,8903.93,1070.21,4.1,4.3,72.02
522.7,2,3,train,fastest,7861.52,1202.19,8.5,4.3,44.92
92.9,2,3,intercity_bus,comfort,37236.33,269.36,2.4,4.1,70.99
460.0,5,2,train,balanced,9730.64,2645.01,7.6,4.3,64.39
1411.8,2,4,central_bus,fastest,64185.8,2682.44,35.8,3.5,38.51
1028.8,4,3,car,fastest,44717.23,9053.23,17.6,4.5,45.4
2145.6,2,2,intercity_bus,comfort,7177.91,6222.33,43.4,4.1,55.37
1967.3,2,3,taxi,budget,8037.55,14951.79,33.3,4.8,26.66
840.1,2,6,train,fastest,50950.14,1932.25,13.4,4.3,45.2
644.8,2,6,train,comfort,65458.39,1483.12,10.4,4.3,72.67
929.9,2,4,train,balanced,37834.96,2138.7,14.8,4.3,72.52
1429.0,1,4,train,comfort,46593.55,1643.35,22.5,4.3,72.67
665.3,2,10,car,comfort,64987.21,2927.37,11.6,4.5,73.1
1509.2,1,3,train,fastest,50787.96,1735.62,23.7,4.3,47.37
1000.3,8,3,central_bus,budget,21857.02,7602.32,25.5,3.5,62.42
1338.4,6,3,intercity_bus,balanced,50978.9,11643.66,27.3,4.1,64.81
1063.6,2,3,car,fastest,52120.96,4679.93,18.2,4.5,45.51
727.9,3,3,train,fastest,60058.02,2511.2,11.7,4.3,44.32
2277.8,2,7,train,fastest,51565.56,5239.02,35.5,4.3,43.58
1839.7,3,4,train,balanced,77693.16,6347.12,28.8,4.3,70.59
362.1,4,4,intercity_bus,budget,19796.62,2100.0,7.7,4.1,73.68
2088.3,6,7,train,balanced,76331.8,14409.06,32.6,4.3,65.14
1185.2,2,2,taxi,balanced,45375.46,9007.61,20.3,4.8,62.91
2150.1,4,3,central_bus,budget,55396.71,8170.34,54.3,3.5,68.78
1925.7,2,4,central_bus,balanced,12459.62,3658.75,48.6,3.5,56.21
1037.8,8,4,intercity_bus,comfort,33543.2,12037.97,21.3,4.1,63.9
83.3,1,2,train,balanced,62703.44,95.74,1.8,4.3,70.82
666.8,3,4,intercity_bus,fastest,58018.33,2900.43,13.8,4.1,42.72
1313.7,3,4,bike,balanced,8010.45,6305.63,24.4,3.8,40.39
1531.3,3,5,taxi,fastest,45994.57,17457.31,26.0,4.8,45.9
641.2,1,4,taxi,balanced,11620.86,2436.54,11.2,4.8,65.57
360.3,6,3,taxi,fastest,79689.23,8214.24,6.5,4.8,47.77
2008.8,1,2,train,fastest,72297.24,2310.1,31.4,4.3,46.08
2363.0,3,4,train,fastest,6581.05,8152.46,36.9,4.3,33.31
1275.9,1,2,train,budget,69398.72,1467.27,20.1,4.3,78.47
436.9,2,7,train,balanced,73957.22,1004.82,7.2,4.3,69.7
675.4,2,4,train,balanced,31516.12,1553.35,10.9,4.3,70.27
73.6,2,3,intercity_bus,comfort,58962.62,213.4,2.0,4.1,73.85
2196.9,1,5,central_bus,comfort,38157.78,2087.04,55.4,3.5,63.08
309.1,1,4,taxi,comfort,54142.44,1174.47,5.7,4.8,79.76
1396.3,2,3,flight,balanced,30523.81,12287.83,5.5,4.7,83.86
679.5,4,6,car,budget,29191.94,5979.7,11.8,4.5,69.24
1343.4,5,6,train,fastest,36832.54,7724.56,21.2,4.3,46.17
1573.9,1,5,train,balanced,15917.58,1809.95,24.7,4.3,70.16
1996.5,2,2,central_bus,budget,67335.42,3793.33,50.4,3.5,77.21
519.2,1,4,train,budget,31152.34,597.1,8.5,4.3,78.49
56.1,1,5,train,balanced,35011.22,64.47,1.4,4.3,71.79
354.4,3,2,train,fastest,72054.1,1222.75,6.0,4.3,45.43
2163.0,3,3,train,budget,42246.79,7462.5,33.8,4.3,72.72
2101.1,1,6,intercity_bus,balanced,45819.04,3046.62,42.5,4.1,69.59
1445.9,1,2,intercity_bus,fastest,76737.36,2096.51,29.4,4.1,44.56
1453.2,1,5,intercity_bus,comfort,71504.48,2107.18,29.6,4.1,67.53
1606.1,4,4,central_bus,budget,17710.0,6103.32,40.7,3.5,60.6
445.6,8,4,intercity_bus,budget,40491.13,5169.31,9.4,4.1,73.3
2197.2,1,2,train,balanced,77847.22,2526.73,34.3,4.3,70.46
1022.5,1,6,train,balanced,32927.47,1175.86,16.2,4.3,70.49
938.0,4,3,train,fastest,32867.98,4314.98,14.9,4.3,46.17
1259.8,6,4,flight,comfort,19627.27,33259.64,5.1,4.7,82.29
141.3,2,5,flight,comfort,13574.23,1243.52,1.9,4.7,95.53
424.1,1,5,central_bus,balanced,60522.86,402.89,11.1,3.5,65.22
1779.1,1,7,train,balanced,62752.29,2046.01,27.9,4.3,68.81
226.2,2,4,central_bus,fastest,77675.97,429.84,6.2,3.5,41.42
1459.5,2,3,central_bus,balanced,63006.37,2772.99,37.0,3.5,66.49
611.5,1,7,intercity_bus,fastest,23251.44,886.64,12.7,4.1,44.61
952.6,2,4,intercity_bus,fastest,8008.74,2762.63,19.6,4.1,40.36
714.2,1,3,intercity_bus,comfort,78907.8,1035.6,14.8,4.1,69.17
872.9,4,2,central_bus,fastest,30533.8,3317.19,22.3,3.5,40.27
1734.1,2,6,flight,comfort,28397.87,15260.42,6.5,4.7,89.06
734.2,1,3,train,comfort,72946.64,844.31,11.8,4.3,72.17
1372.4,2,5,flight,comfort,48882.49,12076.94,5.4,4.7,91.62
1158.2,2,4,train,balanced,21115.34,2663.95,18.3,4.3,67.4
1602.9,8,3,train,comfort,71682.22,14746.69,25.2,4.3,70.73
2250.3,2,4,bike,fastest,79502.06,7200.92,41.4,3.8,43.27
1766.2,2,2,car,balanced,11500.89,7771.26,29.9,4.5,48.6
539.4,3,4,train,fastest,69668.87,1860.96,8.8,4.3,47.37
103.9,2,4,intercity_bus,balanced,34288.68,301.32,2.6,4.1,69.92
651.6,5,4,train,fastest,44305.43,3746.5,10.5,4.3,45.92
1440.3,2,5,intercity_bus,budget,73611.2,4176.97,29.3,4.1,76.39
151.9,2,6,taxi,budget,78003.44,1154.28,3.0,4.8,81.95
1206.4,1,5,car,budget,24662.29,2654.05,20.6,4.5,73.64
1444.5,2,2,central_bus,fastest,20963.81,2744.58,36.6,3.5,38.55
822.2,4,3,intercity_bus,balanced,11038.74,4768.52,16.9,4.1,52.53
1857.1,4,4,central_bus,comfort,47134.84,7056.84,46.9,3.5,58.86
282.6,1,7,train,comfort,6020.33,325.03,4.8,4.3,71.93
208.1,1,6,car,fastest,35892.37,457.77,4.0,4.5,45.05
1755.8,4,6,taxi,fastest,10503.8,26688.27,29.8,4.8,37.44
1204.3,6,3,central_bus,fastest,35391.93,6864.59,30.6,3.5,40.85
1661.5,1,4,train,fastest,7994.91,1910.74,26.1,4.3,45.98
1060.5,2,4,train,comfort,67641.29,2439.24,16.8,4.3,70.72
614.0,2,3,train,balanced,20730.42,1412.14,9.9,4.3,69.37
1971.3,5,2,flight,comfort,29623.15,43367.99,7.1,4.7,80.96
1924.6,1,7,intercity_bus,fastest,70253.6,2790.69,39.0,4.1,44.04
1676.4,1,3,train,budget,60969.95,1927.9,26.3,4.3,78.42
675.0,4,3,intercity_bus,comfort,21427.88,3914.91,14.0,4.1,69.58
1428.8,1,2,flight,budget,10392.46,6286.93,5.6,4.7,68.37
885.5,2,7,train,budget,58675.53,2036.67,14.1,4.3,82.3
247.0,2,4,taxi,fastest,34302.69,1877.58,4.6,4.8,46.59
2204.0,2,5,taxi,comfort,62456.0,16750.65,37.2,4.8,71.84
354.3,2,7,car,balanced,38397.11,1558.74,6.4,4.5,68.22
2282.1,2,3,intercity_bus,comfort,30950.18,6617.98,46.1,4.1,64.55
1087.0,1,4,train,balanced,38840.41,1250.09,17.2,4.3,73.2
468.8,2,2,intercity_bus,balanced,61141.92,1359.42,9.9,4.1,68.02
1314.3,4,3,train,fastest,72666.52,6045.8,20.7,4.3,49.79
2098.9,4,6,train,balanced,8732.54,9654.86,32.8,4.3,34.61
1765.4,1,5,central_bus,comfort,44308.37,1677.1,44.6,3.5,60.71
1941.5,1,3,intercity_bus,comfort,7462.66,2815.25,39.3,4.1,62.8
1591.3,2,3,taxi,budget,40130.72,12094.01,27.0,4.8,65.87
1670.7,2,4,train,balanced,71396.21,3842.6,26.2,4.3,70.97
2042.6,2,2,central_bus,fastest,32119.27,3880.93,51.6,3.5,41.33
621.7,3,3,flight,fastest,74933.78,8206.61,3.3,4.7,95.68
1189.9,1,3,flight,comfort,52295.64,5235.72,4.9,4.7,94.1
554.3,1,3,taxi,balanced,75061.65,2106.21,9.7,4.8,71.08
2370.8,2,6,flight,fastest,61787.5,20862.8,8.3,4.7,92.65
2267.4,3,3,car,balanced,12757.64,14964.98,38.3,4.5,35.31
123.4,1,3,train,balanced,22336.35,141.96,2.4,4.3,72.79
1702.2,3,4,intercity_bus,budget,34562.78,7404.63,34.5,4.1,65.6
2222.8,2,6,train,fastest,17758.02,5112.53,34.7,4.3,47.29
458.0,5,3,train,budget,42118.37,2633.29,7.5,4.3,76.67
1376.0,5,2,train,fastest,40352.61,7912.17,21.7,4.3,44.62
2199.7,2,3,train,balanced,76719.44,5059.33,34.3,4.3,70.27
110.5,1,5,train,fastest,37529.59,127.02,2.2,4.3,49.94
1682.9,2,4,train,comfort,63922.01,3870.64,26.4,4.3,72.61
734.7,1,6,train,balanced,75643.29,844.92,11.8,4.3,71.83
2220.8,3,7,car,fastest,70774.16,14657.41,37.5,4.5,46.85
2331.4,4,5,train,budget,20650.07,10724.48,36.4,4.3,51.77
2267.9,3,4,flight,budget,42202.24,29936.43,8.0,4.7,61.15
1153.9,4,4,train,balanced,31080.48,5307.88,18.3,4.3,64.13
2073.0,2,2,car,budget,34989.4,9121.38,35.1,4.5,69.23
2031.6,1,10,taxi,balanced,32060.51,7720.01,34.4,4.8,63.54
786.3,3,3,central_bus,balanced,66976.94,2240.86,20.2,3.5,67.03
1994.5,2,3,central_bus,balanced,38910.43,3789.61,50.4,3.5,64.32
117.7,3,5,train,fastest,44277.07,406.09,2.3,4.3,46.36
1443.2,2,3,bike,balanced,78683.55,4618.11,26.7,3.8,66.18
575.1,1,4,taxi,budget,9498.45,2185.46,10.1,4.8,71.47
315.7,8,4,taxi,comfort,41596.82,9598.6,5.8,4.8,71.36
212.4,1,4,central_bus,fastest,63054.63,201.76,5.8,3.5,42.01
1680.2,8,6,train,budget,16337.15,15457.88,26.3,4.3,31.83
835.5,8,3,taxi,balanced,50864.87,25399.31,14.4,4.8,54.6
1747.7,4,4,train,balanced,22959.86,8039.41,27.4,4.3,59.15
184.9,3,4,central_bus,comfort,70055.31,526.95,5.1,3.5,61.57
777.2,2,5,train,budget,29532.47,1787.65,12.5,4.3,75.85
1308.6,4,5,car,fastest,29679.71,11515.63,22.3,4.5,43.84
1904.0,2,3,train,budget,49864.54,4379.23,29.8,4.3,74.66
785.4,2,4,train,balanced,18767.22,1806.52,12.6,4.3,66.89
1513.4,3,3,central_bus,fastest,26366.65,4313.08,38.3,3.5,38.81
2129.8,2,7,flight,balanced,36247.39,18741.95,7.6,4.7,78.89
1489.6,2,3,central_bus,balanced,31522.84,2830.23,37.7,3.5,65.2
582.1,2,5,train,budget,44365.79,1338.86,9.5,4.3,81.07
87.8,2,2,train,comfort,49973.01,202.01,1.9,4.3,70.69
2092.1,4,3,flight,balanced,47500.06,36821.56,7.5,4.7,73.19
80.4,1,4,bike,budget,54062.62,128.65,2.0,3.8,77.12
2103.0,6,6,flight,fastest,28081.21,55520.33,7.5,4.7,89.03
1283.6,3,4,intercity_bus,comfort,14481.97,5583.58,26.2,4.1,62.11
2255.6,4,7,car,balanced,62060.57,19849.2,38.1,4.5,59.14
1923.1,2,4,intercity_bus,balanced,68808.53,5577.04,39.0,4.1,65.63
2395.1,4,4,intercity_bus,fastest,24275.47,13891.6,48.4,4.1,38.97
861.2,1,2,intercity_bus,budget,35531.9,1248.72,17.7,4.1,78.17
1848.2,4,6,intercity_bus,balanced,42392.69,10719.77,37.5,4.1,61.74
982.6,1,3,flight,fastest,44999.51,4323.34,4.3,4.7,95.02
1167.3,5,6,intercity_bus,balanced,54461.76,8462.96,23.8,4.1,62.66
1517.2,8,7,train,budget,8120.24,13958.13,23.8,4.3,28.94
2100.6,2,7,train,comfort,59110.78,4831.41,32.8,4.3,70.45
2362.3,1,4,train,budget,9647.83,2716.62,36.8,4.3,65.92
1850.8,4,5,central_bus,budget,40121.64,7033.07,46.8,3.5,67.1
1020.1,2,5,train,budget,67075.34,2346.25,16.2,4.3,78.97
1028.6,4,2,train,fastest,38841.15,4731.63,16.3,4.3,49.92
1778.1,1,4,central_bus,balanced,16181.73,1689.17,45.0,3.5,62.52
595.9,1,2,central_bus,comfort,78877.54,566.11,15.4,3.5,62.1
291.8,8,4,flight,fastest,71696.41,10272.19,2.3,4.7,96.81
870.5,3,3,intercity_bus,budget,62848.52,3786.48,17.9,4.1,75.21
710.8,4,3,taxi,comfort,35863.37,10803.5,12.3,4.8,72.47
732.3,2,3,car,budget,18788.43,3221.9,12.7,4.5,70.78
583.7,3,4,flight,budget,75605.84,7704.18,3.2,4.7,95.05
129.8,2,4,central_bus,budget,44926.33,246.55,3.7,3.5,77.53
72.4,3,2,train,comfort,68926.66,249.65,1.6,4.3,70.86
2370.9,3,4,bike,balanced,30657.13,11380.33,43.6,3.8,55.24
1043.8,2,3,train,budget,30146.62,2400.79,16.6,4.3,75.56
940.9,2,4,train,balanced,78915.54,2163.96,15.0,4.3,72.57
1640.8,2,4,intercity_bus,comfort,44137.48,4758.22,33.3,4.1,65.45
547.3,4,4,train,comfort,15552.16,2517.4,8.9,4.3,68.41
2281.4,1,5,bike,budget,21475.6,3650.25,42.0,3.8,69.4
1893.6,3,3,central_bus,balanced,41145.82,5396.87,47.8,3.5,62.31
241.9,1,5,central_bus,balanced,8185.32,229.81,6.5,3.5,65.54
1019.7,3,4,central_bus,budget,39690.05,2906.05,26.0,3.5,71.39
2113.5,3,4,intercity_bus,fastest,36420.56,9193.77,42.8,4.1,41.65
2269.0,1,4,train,fastest,63450.22,2609.37,35.4,4.3,47.18
1137.7,1,2,central_bus,comfort,31620.65,1080.85,28.9,3.5,61.4
1483.8,1,5,flight,comfort,78691.16,6528.65,5.7,4.7,95.59
425.9,3,4,intercity_bus,fastest,18557.74,1852.54,9.0,4.1,45.15
2379.1,4,3,flight,fastest,49324.0,41871.63,8.3,4.7,88.79
579.1,1,2,train,fastest,11727.45,665.92,9.4,4.3,47.52
2264.3,3,2,train,budget,60039.8,7811.75,35.3,4.3,70.57
1569.7,2,7,train,budget,79606.53,3610.22,24.6,4.3,77.42
1470.3,2,5,intercity_bus,budget,66435.4,4263.97,29.9,4.1,77.36
1245.1,6,2,taxi,budget,46677.77,28387.64,21.3,4.8,49.99
576.7,2,3,taxi,budget,41355.6,4382.82,10.1,4.8,74.62
448.4,2,4,intercity_bus,budget,67627.25,1300.28,9.5,4.1,81.51
552.6,1,6,central_bus,comfort,75198.06,524.92,14.3,3.5,65.48
471.9,1,2,flight,balanced,79190.49,2076.18,2.8,4.7,96.88
1877.6,2,3,train,comfort,34740.44,4318.51,29.4,4.3,71.69
859.8,1,6,train,balanced,79318.81,988.77,13.7,4.3,67.7
